TRYName,Duplicated,Confidence,WFOMatchedName,WFOStatus,WFOAccepted,GBIFstatus,AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,GrowthForm,Sources,Notes
Swartzia tomentifera,FALSE,1.00,Swartzia tomentifera,Accepted,Swartzia tomentifera,ACCEPTED,Swartzia tomentifera,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia ulei,FALSE,1.00,Swartzia ulei,Accepted,Swartzia ulei,ACCEPTED,Swartzia ulei,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swartzia vaupesiana,FALSE,1.00,Swartzia vaupesiana,Accepted,Swartzia vaupesiana,ACCEPTED,Swartzia vaupesiana,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif;mlo,Accepted according to GBIF; unresolved according to WFO
Swarzia recurva,FALSE,0.98,Swartzia recurva,Accepted,Swartzia recurva,ACCEPTED,Swartzia recurva,Swartzia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sweetia fruticosa,FALSE,1.00,Sweetia fruticosa,Accepted,Sweetia fruticosa,ACCEPTED,Sweetia fruticosa,Sweetia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Sweitenia macrophylla,FALSE,0.98,Swietenia macrophylla,Accepted,Swietenia macrophylla,ACCEPTED,Swietenia macrophylla,Swietenia,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,gbif;wfo,NGEE-Tropics entry
Swietenia,FALSE,1.00,Swietenia,Accepted,Swietenia,ACCEPTED,Swietenia,Swietenia,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swietenia humilis,FALSE,1.00,Swietenia humilis,Accepted,Swietenia humilis,ACCEPTED,Swietenia humilis,Swietenia,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swietenia macrophylla,FALSE,1.00,Swietenia macrophylla,Accepted,Swietenia macrophylla,ACCEPTED,Swietenia macrophylla,Swietenia,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Swietenia mahagoni,FALSE,1.00,Swietenia mahagoni,Accepted,Swietenia mahagoni,ACCEPTED,Swietenia mahagoni,Swietenia,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Syagrus cocoides,FALSE,1,Syagrus cocoides,Accepted,Syagrus cocoides,ACCEPTED,Syagrus cocoides,Syagrus,Arecaceae,Arecales,Liliopsida,Tracheophyta,,wfo;gbif,
Syagrus flexuosa,FALSE,1.00,Syagrus flexuosa,Accepted,Syagrus flexuosa,ACCEPTED,Syagrus flexuosa,Syagrus,Arecaceae,Arecales,Liliopsida,Tracheophyta,,gbif,
Syagrus pseudococos,FALSE,1,Syagrus pseudococos,Accepted,Syagrus pseudococos,ACCEPTED,Syagrus pseudococos,Syagrus,Arecaceae,Arecales,Liliopsida,Tracheophyta,,wfo;gbif,
Syagrus romanzoffiana,FALSE,1.00,Syagrus romanzoffiana,Accepted,Syagrus romanzoffiana,ACCEPTED,Syagrus romanzoffiana,Syagrus,Arecaceae,Arecales,Liliopsida,Tracheophyta,,gbif,
Symmeria paniculata,FALSE,1.00,Symmeria paniculata,Accepted,Symmeria paniculata,ACCEPTED,Symmeria paniculata,Symmeria,Polygonaceae,Caryophyllales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symphonia,FALSE,1.00,Symphonia,Accepted,Symphonia,ACCEPTED,Symphonia,Symphonia,Clusiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symphonia globulifera,FALSE,1.00,Symphonia globulifera,Accepted,Symphonia globulifera,ACCEPTED,Symphonia globulifera,Symphonia,Clusiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symphyopappus casarettoi,FALSE,1.00,Symphyopappus casarettoi,Accepted,Symphyopappus casarettoi,ACCEPTED,Symphyopappus casarettoi,Symphyopappus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,gbif,
Symphyopappus compressus,FALSE,1.00,Symphyopappus compressus,Accepted,Symphyopappus compressus,ACCEPTED,Symphyopappus compressus,Symphyopappus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symphyopappus cuneatus,FALSE,1.00,Symphyopappus cuneatus,Accepted,Symphyopappus cuneatus,ACCEPTED,Symphyopappus cuneatus,Symphyopappus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplococarpon purpusii,FALSE,1.00,Symplococarpon purpusii,Accepted,Symplococarpon purpusii,ACCEPTED,Symplococarpon purpusii,Symplococarpon,Pentaphylacaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos,FALSE,1.00,Symplocos,Accepted,Symplocos,ACCEPTED,Symplocos,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos arechea,FALSE,1.00,Symplocos arechea,Accepted,Symplocos arechea,ACCEPTED,Symplocos arechea,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos austin-smithii,FALSE,1.00,Symplocos austin-smithii,Accepted,Symplocos austin-smithii,ACCEPTED,Symplocos austin-smithii,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos baehnii,FALSE,1,Symplocos baehnii,Accepted,Symplocos baehnii,ACCEPTED,Symplocos baehnii,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos itatiaiae,FALSE,1.00,Symplocos itatiaiae,Accepted,Symplocos itatiaiae,ACCEPTED,Symplocos itatiaiae,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos lanceolata,FALSE,1.00,Symplocos lanceolata,Accepted,Symplocos lanceolata,SYNONYM,Symplocos oblongifolia,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos martinicensis,FALSE,1.00,Symplocos martinicensis,Accepted,Symplocos martinicensis,ACCEPTED,Symplocos martinicensis,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos mosenii,FALSE,1.00,Symplocos mosenii,No opinion,Symplocos mosenii,SYNONYM,Symplocos revoluta,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,gbif;wfo,NGEE-Tropics entry; WFO considers Symplocos mosenii unresolved
Symplocos oblongifolia,FALSE,1.00,Symplocos oblongifolia,No opinion,,ACCEPTED,Symplocos oblongifolia,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,gbif,
Symplocos psiloclada,FALSE,1.00,Symplocos psiloclada,Accepted,Symplocos psiloclada,ACCEPTED,Symplocos psiloclada,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos quitensis,FALSE,1.00,Symplocos quitensis,Accepted,Symplocos quitensis,ACCEPTED,Symplocos quitensis,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos reflexa,FALSE,1,Symplocos reflexa,Accepted,Symplocos reflexa,ACCEPTED,Symplocos reflexa,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos revoluta,FALSE,1.00,Symplocos revoluta,Accepted,Symplocos revoluta,ACCEPTED,Symplocos revoluta,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,gbif,
Symplocos rhamnifolia,FALSE,1.00,Symplocos rhamnifolia,Accepted,Symplocos rhamnifolia,ACCEPTED,Symplocos rhamnifolia,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,gbif,
Symplocos serrulata,FALSE,1.00,Symplocos serrulata,Accepted,Symplocos serrulata,ACCEPTED,Symplocos serrulata,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Symplocos tetrandra,FALSE,1.00,Symplocos tetrandra,Accepted,Symplocos tetrandra,ACCEPTED,Symplocos tetrandra,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,gbif,
Symplocos uniflora,FALSE,1.00,Symplocos uniflora,Accepted,Symplocos uniflora,ACCEPTED,Symplocos uniflora,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,gbif,
Symplocos vernicosa,FALSE,1.00,Symplocos vernicosa,Accepted,Symplocos vernicosa,SYNONYM,Symplocos pycnantha,Symplocos,Symplocaceae,Ericales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Synechanthus warscewiczianus,FALSE,1.00,Synechanthus warscewiczianus,Accepted,Synechanthus warscewiczianus,ACCEPTED,Synechanthus warscewiczianus,Synechanthus,Arecaceae,Arecales,Liliopsida,Tracheophyta,,wfo;gbif,
Syngonanthus sp1,FALSE,0.90,Syngonanthus,Accepted,Syngonanthus,ACCEPTED,Syngonanthus,Syngonanthus,Eriocaulaceae,Poales,Liliopsida,Tracheophyta,,gbif,
Syngonium,FALSE,1.00,Syngonium,Accepted,Syngonium,ACCEPTED,Syngonium,Syngonium,Araceae,Alismatales,Liliopsida,Tracheophyta,,wfo;gbif,
Syngonium podophyllum,FALSE,1.00,Syngonium podophyllum,Accepted,Syngonium podophyllum,ACCEPTED,Syngonium podophyllum,Syngonium,Araceae,Alismatales,Liliopsida,Tracheophyta,,wfo;gbif,
Syngonium rayi,FALSE,1.00,Syngonium rayi,Accepted,Syngonium rayi,ACCEPTED,Syngonium rayi,Syngonium,Araceae,Alismatales,Liliopsida,Tracheophyta,,wfo;gbif,
Syzygium,FALSE,1.00,Syzygium,Accepted,Syzygium,ACCEPTED,Syzygium,Syzygium,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Syzygium cumini,FALSE,1.00,Syzygium cumini,Accepted,Syzygium cumini,ACCEPTED,Syzygium cumini,Syzygium,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Syzygium jambos,FALSE,1.00,Syzygium jambos,Accepted,Syzygium jambos,ACCEPTED,Syzygium jambos,Syzygium,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Syzygium odoardoi,FALSE,1.00,Syzygium odoardoi,Accepted,Syzygium odoardoi,ACCEPTED,Syzygium odoardoi,Syzygium,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Syzygium rotundifolium,FALSE,1.00,Syzygium rotundifolium,Accepted,Syzygium rotundifolium,ACCEPTED,Syzygium rotundifolium,Syzygium,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,,gbif,
Tabebuia,FALSE,1.00,Tabebuia,Accepted,Tabebuia,ACCEPTED,Tabebuia,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia aurea,FALSE,1.00,Tabebuia aurea,Accepted,Tabebuia aurea,ACCEPTED,Tabebuia aurea,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia billbergiana,FALSE,0.31,Tabebuia billbergii,Synonym,Handroanthus billbergii,ACCEPTED,Handroanthus billbergii,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; replaced with similar epithet and checked for occurrence in the sampled region; GBIF considers the matched name a synonym
Tabebuia chrysantha,FALSE,1.00,Tabebuia chrysantha,Synonym,Handroanthus chrysanthus,ACCEPTED,Handroanthus chrysanthus,Handroanthus,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,gbif;wfo,NGEE-Tropics entry
Tabebuia haemantha,FALSE,1.00,Tabebuia haemantha,Accepted,Tabebuia haemantha,ACCEPTED,Tabebuia haemantha,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia heterophylla,FALSE,1.00,Tabebuia heterophylla,Accepted,Tabebuia heterophylla,ACCEPTED,Tabebuia heterophylla,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia insignis,FALSE,1.00,Tabebuia insignis,Accepted,Tabebuia insignis,ACCEPTED,Tabebuia insignis,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia linearis,FALSE,1.00,Tabebuia linearis,Accepted,Tabebuia linearis,ACCEPTED,Tabebuia linearis,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia nodosa,FALSE,1.00,Tabebuia nodosa,Accepted,Tabebuia nodosa,ACCEPTED,Tabebuia nodosa,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,gbif,
Tabebuia ochracea,FALSE,1.00,Tabebuia ochracea,Accepted,Tabebuia ochracea,ACCEPTED,Tabebuia ochracea,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia platyantha,FALSE,1.00,Tabebuia platyantha,Accepted,Tabebuia platyantha,ACCEPTED,Tabebuia platyantha,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia rigida,FALSE,1.00,Tabebuia rigida,Accepted,Tabebuia rigida,ACCEPTED,Tabebuia rigida,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia rosea,FALSE,1.00,Tabebuia rosea,Accepted,Tabebuia rosea,ACCEPTED,Tabebuia rosea,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia roseoalba,FALSE,1.00,Tabebuia roseoalba,Accepted,Tabebuia roseoalba,ACCEPTED,Tabebuia roseoalba,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabebuia stenocalyx,FALSE,1.00,Tabebuia stenocalyx,Accepted,Tabebuia stenocalyx,ACCEPTED,Tabebuia stenocalyx,Tabebuia,Bignoniaceae,Lamiales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Taberemonta pequeca,FALSE,0.21,Tabernaemontana,Accepted,Tabernaemontana,ACCEPTED,Tabernaemontana,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Taberemonta sanho,FALSE,0.31,Tabernaemontana sananho,Accepted,Tabernaemontana sananho,ACCEPTED,Tabernaemontana sananho,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,mlo,Some sources manually removed NA from data sources; affecting the scientific names
Tabernaemontana alba,FALSE,1.00,Tabernaemontana alba,Accepted,Tabernaemontana alba,ACCEPTED,Tabernaemontana alba,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana amygdalifolia,FALSE,1,Tabernaemontana amygdalifolia,Accepted,Tabernaemontana amygdalifolia,ACCEPTED,Tabernaemontana amygdalifolia,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana angulata,FALSE,1.00,Tabernaemontana angulata,Accepted,Tabernaemontana angulata,ACCEPTED,Tabernaemontana angulata,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana arborea,FALSE,1.00,Tabernaemontana arborea,Accepted,Tabernaemontana arborea,ACCEPTED,Tabernaemontana arborea,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana attenuata,FALSE,1.00,Tabernaemontana attenuata,Accepted,Tabernaemontana attenuata,ACCEPTED,Tabernaemontana attenuata,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana catharinensis,FALSE,1.00,Tabernaemontana catharinensis,Accepted,Tabernaemontana catharinensis,ACCEPTED,Tabernaemontana catharinensis,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana coriacea,FALSE,1.00,Tabernaemontana coriacea,Accepted,Tabernaemontana coriacea,ACCEPTED,Tabernaemontana coriacea,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana cymosa,FALSE,1.00,Tabernaemontana cymosa,Accepted,Tabernaemontana cymosa,ACCEPTED,Tabernaemontana cymosa,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana donnell-smithii,FALSE,1.00,Tabernaemontana donnell-smithii,Accepted,Tabernaemontana donnell-smithii,ACCEPTED,Tabernaemontana donnell-smithii,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana flavicans,FALSE,1.00,Tabernaemontana flavicans,Accepted,Tabernaemontana flavicans,ACCEPTED,Tabernaemontana flavicans,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,gbif,
Tabernaemontana grandiflora,FALSE,1.00,Tabernaemontana grandiflora,Accepted,Tabernaemontana grandiflora,ACCEPTED,Tabernaemontana grandiflora,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana laeta,FALSE,1,Tabernaemontana laeta,Accepted,Tabernaemontana laeta,ACCEPTED,Tabernaemontana laeta,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana litoralis,FALSE,1.00,Tabernaemontana litoralis,Accepted,Tabernaemontana litoralis,ACCEPTED,Tabernaemontana litoralis,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana macrocalyx,FALSE,1,Tabernaemontana macrocalyx,Accepted,Tabernaemontana macrocalyx,ACCEPTED,Tabernaemontana macrocalyx,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana odontadeniiflora,FALSE,1.00,Tabernaemontana odontadeniiflora,Accepted,Tabernaemontana odontadeniiflora,ACCEPTED,Tabernaemontana odontadeniiflora,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif;mlo,Accepted according to GBIF; unresolved according to WFO
Tabernaemontana peque a,FALSE,0.21,Tabernaemontana,Accepted,Tabernaemontana,ACCEPTED,Tabernaemontana,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Tabernaemontana pequeqa,FALSE,0.21,Tabernaemontana,Accepted,Tabernaemontana,ACCEPTED,Tabernaemontana,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Tabernaemontana pequera,FALSE,0.21,Tabernaemontana,Accepted,Tabernaemontana,ACCEPTED,Tabernaemontana,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,mlo,Epithet misspelt; kept the genus as it is common at the sampling location
Tabernaemontana sananho,FALSE,1.00,Tabernaemontana sananho,Accepted,Tabernaemontana sananho,ACCEPTED,Tabernaemontana sananho,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana siphilitica,FALSE,1.00,Tabernaemontana siphilitica,Accepted,Tabernaemontana siphilitica,ACCEPTED,Tabernaemontana siphilitica,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana undulata,FALSE,1.00,Tabernaemontana undulata,Accepted,Tabernaemontana undulata,ACCEPTED,Tabernaemontana undulata,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tabernaemontana wullschlaegelii,FALSE,1.00,Tabernaemontana wullschlaegelii,Accepted,Tabernaemontana wullschlaegelii,ACCEPTED,Tabernaemontana wullschlaegelii,Tabernaemontana,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachi,FALSE,0.21,Tachigali,Accepted,Tachigali,ACCEPTED,Tachigali,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign genus; too many species with the same common name
Tachi branco,FALSE,0.31,Tachigali paniculata,Accepted,Tachigali paniculata,ACCEPTED,Tachigali paniculata,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign genus
Tachi preto,FALSE,0.31,Tachigali myrmecophila,Accepted,Tachigali myrmecophila,SYNONYM,Tachigali glauca,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign species
Tachi preto folha grauda,FALSE,0.31,Tachigali myrmecophila,Accepted,Tachigali myrmecophila,SYNONYM,Tachigali glauca,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign species
Tachi preto folha miuda,FALSE,0.31,Tachigali paniculata,Accepted,Tachigali paniculata,ACCEPTED,Tachigali paniculata,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign species
Tachi vermelho,FALSE,0.31,Tachigali chrysophylla,Accepted,Tachigali chrysophylla,ACCEPTED,Tachigali chrysophylla,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Tree,mlo,Common name provided; used literature and location to assign species
Tachia guianensis,FALSE,1.00,Tachia guianensis,Accepted,Tachia guianensis,ACCEPTED,Tachia guianensis,Tachia,Gentianaceae,Gentianales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali,FALSE,1.00,Tachigali,Accepted,Tachigali,ACCEPTED,Tachigali,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali alba,FALSE,1.00,Tachigali alba,Synonym,Tachigali paniculata var. alba,ACCEPTED,Tachigali alba,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali albiflora,FALSE,1.00,Tachigali albiflora,Accepted,Tachigali albiflora,ACCEPTED,Tachigali albiflora,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali Aubl.,FALSE,1.00,Tachigali,Accepted,Tachigali,ACCEPTED,Tachigali,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali aurea,FALSE,1.00,Tachigali aurea,Synonym,Sclerolobium aureum,ACCEPTED,Tachigali aurea,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali bracteolata,FALSE,1.00,Tachigali bracteolata,Accepted,Tachigali bracteolata,SYNONYM,Tachigali richardiana,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali bracteosa,FALSE,1.00,Tachigali bracteosa,Accepted,Tachigali bracteosa,ACCEPTED,Tachigali bracteosa,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali cavipes,FALSE,1.00,Tachigali cavipes,Accepted,Tachigali cavipes,ACCEPTED,Tachigali cavipes,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali chrysaloides,FALSE,1.00,Tachigali chrysaloides,Accepted,Tachigali chrysaloides,ACCEPTED,Tachigali chrysaloides,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali chrysophylla,FALSE,1.00,Tachigali chrysophylla,Accepted,Tachigali chrysophylla,ACCEPTED,Tachigali chrysophylla,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali costaricensis,FALSE,1.00,Tachigali costaricensis,Accepted,Tachigali costaricensis,ACCEPTED,Tachigali costaricensis,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali densiflora,FALSE,1.00,Tachigali densiflora,Accepted,Tachigali densiflora,ACCEPTED,Tachigali densiflora,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali denudata,FALSE,1.00,Tachigali denudata,Accepted,Tachigali denudata,ACCEPTED,Tachigali denudata,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali formicarum,FALSE,1.00,Tachigali formicarum,Accepted,Tachigali formicarum,ACCEPTED,Tachigali formicarum,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali glauca,FALSE,1.00,Tachigali glauca,Accepted,Tachigali glauca,ACCEPTED,Tachigali glauca,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali guianensis,FALSE,1.00,Tachigali guianensis,Accepted,Tachigali guianensis,ACCEPTED,Tachigali guianensis,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali indet,FALSE,0.9,Tachigali,Accepted,Tachigali,ACCEPTED,Tachigali,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali melanocarpa,FALSE,1.00,Tachigali melanocarpa,Accepted,Tachigali melanocarpa,ACCEPTED,Tachigali melanocarpa,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali melinonii,FALSE,1.00,Tachigali melinonii,Accepted,Tachigali melinonii,ACCEPTED,Tachigali melinonii,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali micropetala,FALSE,1.00,Tachigali micropetala,Accepted,Tachigali micropetala,ACCEPTED,Tachigali micropetala,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,gbif,
Tachigali myrmecophila,FALSE,1.00,Tachigali myrmecophila,Accepted,Tachigali myrmecophila,SYNONYM,Tachigali glauca,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali panamensis,FALSE,1,Tachigali panamensis,No opinion,,ACCEPTED,Tachigali panamensis,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali paniculata,FALSE,1.00,Tachigali paniculata,Accepted,Tachigali paniculata,ACCEPTED,Tachigali paniculata,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,
Tachigali paniculata var. alba,FALSE,1.00,Tachigali paniculata var. alba,Accepted,Tachigali paniculata,ACCEPTED,Tachigali paniculata,Tachigali,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,wfo;gbif,Excluded variety information (var. alba)
