observation,LastName,Author,ScientificName,lon,lat,alt,site,country,continent,biome,ymean_temp,ymean_prec,ymean_pet,soil_type,sample_date,growth_form,plant_woodiness,leaf_phenology,sun_shade,dbh,height,a_amax,a_gsw,a_vcmax,a_jmax,a_rdmax,m_amax,SLA,single_leaf_area,wood_dens,leaf_dens,leaf_carbon,leaf_nitrogen,leaf_n_area,leaf_phosphorus,leaf_c2n,leaf_c2p,leaf_n2p,leaf_thick,wood_water_sat,wood_hydcond,wood_water_store,xylem_p12,xylem_p50,xylem_p88,leaf_pio_full,leaf_psi_tlp,leaf_elas_mod,leaf_rwc_tlp,leaf_toughness,leaf_f_punct,max_height,experiment,ValueKind,Count,reference,doi,Notes
2695,Verryckt,Lore Verryckt,Chaetocarpus schomburgkianus,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,02 - Partially Shaded,,19,,,12.014,52.257,0.905,,5.24,,,,477.882,7.657,,0.304,65.589,25.081,1586.99,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Mature tree (bottom branch); individual measurement over multiple times (Count = 1).
2696,Verryckt,Lore Verryckt,Chaetocarpus schomburgkianus,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,03 - Mostly Sun-Exposed,,23.571,,,20.655,62.79,1.274,,5.45,,,,477.914,7.313,,0.347,70.983,21.167,1420.869,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Mature tree (top branch); individual measurement over multiple times (Count = 1).
2697,Verryckt,Lore Verryckt,Pouteria eugeniifolia,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,02 - Partially Shaded,,20.667,,,21.605,58.88,1.794,,8.07,,,,476.169,8.369,,0.315,66.825,25.891,1551.205,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Mature tree (bottom branch); individual measurement over multiple times (Count = 1).
2698,Verryckt,Lore Verryckt,Pouteria eugeniifolia,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,03 - Mostly Sun-Exposed,,29.5,,,17.766,56.164,2.506,,7.30,,,,487.914,9.248,,0.334,65.693,26.752,1479.571,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Mature tree (top branch); individual measurement over multiple times (Count = 1).
2699,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.838,1.85,,,,,,,,,,,437.001,14.421,,0.322,30.304,44.756,1356.264,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2700,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.261,1.124,,,,,,,,,,,441.109,12.084,,0.299,36.505,40.458,1476.899,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2701,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.689,1.323,4.818,,15.208,28.034,0.213,,15.44,,,,476.252,14.84,,0.482,32.169,32.767,1045.262,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2702,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.121,0.882,2.596,,,,,,14.64,,,,438.823,12.371,,0.317,35.471,39.046,1385.009,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2703,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.447,1.02,2.073,,,,,,14.77,,,,468.949,13.597,,0.327,34.592,41.531,1434.056,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2704,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.503,1.216,4.408,,14.826,26.621,0.213,,11.93,,,,476.166,13.372,,0.377,35.746,36.606,1316.516,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2705,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.603,1.402,,,,,,,,,,,454.752,12.762,,0.322,35.634,39.624,1411.962,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2706,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.968,1.888,,,,,,,,,,,453.57,11.633,,0.263,38.991,44.188,1722.924,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2707,Verryckt,Lore Verryckt,Licania alba,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.685,1.847,4.176,,13.221,19.719,0.213,,13.03,,,,473.036,11.878,,0.429,39.933,29.798,1162.695,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2708,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.862,1.024,4.372,,16.996,31.661,0.27,,13.20,,,,530.752,15.515,,0.472,34.206,32.862,1124.309,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2709,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.428,0.973,,,,,,,,,,,495.655,14.723,,0.419,33.666,35.149,1183.312,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2710,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.634,1.025,4.66,,18.566,39.752,0.27,,13.75,,,,510.014,15.489,,0.459,32.955,33.744,1111.435,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2711,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,1.003,1.053,,,,,,,,,,,480.104,13.237,,0.349,36.269,37.933,1375.798,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2712,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.35,0.852,3.108,,5.07,2.642,0.27,,13.72,,,,502.119,15.398,,0.558,32.661,28.555,942.917,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2713,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.381,0.807,,,,,,,,,,,453.676,10.415,,0.264,43.56,39.396,1716.078,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2714,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.471,0.902,,,,,,,,,,,479.845,16.375,,0.99,29.303,16.548,484.896,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2715,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.78,0.83,,,,,,,,,,,489.839,14.195,,0.43,34.507,33.028,1139.709,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2716,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.364,1.098,3.091,,5.201,9.688,0.27,,13.97,,,,512.496,15.284,,0.471,33.543,32.484,1090.236,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2717,Verryckt,Lore Verryckt,Iryanthera hostmannii,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.149,0.786,4.232,,15.613,35.642,0.27,,13.65,,,,509.743,15.489,,0.604,33.099,29.068,987.868,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2718,Verryckt,Lore Verryckt,Lecythis persistens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.992,1.791,,,,,,,,,,,489.45,16.173,,0.386,30.263,41.939,1269.194,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2719,Verryckt,Lore Verryckt,Lecythis persistens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.612,0.826,,,,,,,,,,,478.831,14.284,,0.348,33.523,41.086,1377.343,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2720,Verryckt,Lore Verryckt,Lecythis persistens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.775,1.619,4.578,,,,,,10.32,,,,499.617,12.471,,0.402,42.88,32.749,1264.429,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
2721,Verryckt,Lore Verryckt,Lecythis persistens,-52.928,5.272,48,GF-PRC,French Guiana,South America,06 - Tropical Moist Forest,25.7,3102,,06 - Sandy Clay Loam,,Tree,Woody,,01 - Mostly Shaded,0.304,1.522,3.595,,,,,,11.69,,,,502.765,15.73,,0.407,32.106,38.762,1247.355,,,,,,,,,,,,,,,00 - Control,Single,1,Verryckt LT; Vicca S; van Langenhove L et al. 2022. Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment. Earth Syst. Sci. Data 14; 5-18; doi:10.5194/essd-14-5-2022,https://doi.org/10.5194/essd-14-5-2022,Sapling; individual measurement over multiple times (Count = 1).
