AcceptedName,AcceptedGenus,AcceptedFamily,AcceptedOrder,AcceptedClass,AcceptedPhylum,TraitID_22,TraitID_42,Notes
Herpetacanthus magnobracteolatus,Herpetacanthus,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Herreria glaziovii,Herreria,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Herreria salsaparilha,Herreria,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heterachne abortiva,Heterachne,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteranthelium piliferum,Heteranthelium,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteranthera limosa,Heteranthera,Pontederiaceae,Commelinales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteranthia decipiens,Heteranthia,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteranthoecia guineensis,Heteranthoecia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heterocondylus alatus,Heterocondylus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropholis nigrescens,Heteropholis,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropogon contortus,Heteropogon,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropogon triticeus,Heteropogon,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys byrsonimifolia,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys caducibracteata,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys catingarum,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys chrysophylla,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys coriacea,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys escalloniifolia,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys grandiflora,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys macrostachya,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys perplexa,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys pteropetala,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys reticulata,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys rubiginosa,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys sessilifolia,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys sincorensis,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Heteropterys trichanthera,Heteropterys,Malpighiaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hexasepalum apiculatum,Hexasepalum,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hexasepalum gardneri,Hexasepalum,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hexasepalum radulum,Hexasepalum,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hexasepalum sarmentosum,Hexasepalum,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hexasepalum teres,Hexasepalum,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hibiscus peterianus,Hibiscus,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hickelia,Hickelia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hilaria jamesii,Hilaria,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hillia parasitica,Hillia,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Himalayacalamus,Himalayacalamus,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Himatanthus drasticus,Himatanthus,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Himatanthus obovatus,Himatanthus,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hippeastrum elegans,Hippeastrum,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hippeastrum glaucescens,Hippeastrum,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hippeastrum puniceum,Hippeastrum,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hippeastrum stylosum,Hippeastrum,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hippobroma longiflora,Hippobroma,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hippocratea volubilis,Hippocratea,Celastraceae,Celastrales,Magnoliopsida,Tracheophyta,,Liana,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hirtella ciliata,Hirtella,Chrysobalanaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hirtella gracilipes,Hirtella,Chrysobalanaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hirtella racemosa,Hirtella,Chrysobalanaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hitchcockella,Hitchcockella,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hohenbergia catingae,Hohenbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hohenbergia eriantha,Hohenbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hohenbergia lativaginata,Hohenbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hohenbergia leopoldo-horstii,Hohenbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hohenbergia ridleyi,Hohenbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Epiphyte,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hohenbergia rosea,Hohenbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Epiphyte,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hohenbergia utriculosa,Hohenbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hohenbergia vestita,Hohenbergia,Bromeliaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Holcolemma canaliculatum,Holcolemma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Holcus lanatus,Holcus,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Holocalyx balansae,Holocalyx,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Holoregmia viscida,Holoregmia,Martyniaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Holttumochloa,Holttumochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homalolepis bahiensis,Homalolepis,Simaroubaceae,Sapindales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homalolepis ferruginea,Homalolepis,Simaroubaceae,Sapindales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homalolepis floribunda,Homalolepis,Simaroubaceae,Sapindales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homolepis aturensis,Homolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3-C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homolepis glutinosa,Homolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homolepis isocalycia,Homolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homolepis longispicula,Homolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homolepis villaricensis,Homolepis,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Homozeugos eylesii,Homozeugos,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hookerochloa hookeriana,Hookerochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hopia obtusa,Hopia,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Horaninovia platyptera,Horaninovia,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Horaninovia ulicina,Horaninovia,Amaranthaceae,Caryophyllales,Magnoliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hordelymus europaeus,Hordelymus,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hordeum bulbosum,Hordeum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hordeum jubatum,Hordeum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hordeum murinum,Hordeum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hordeum spontaneum,Hordeum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hordeum stenostachys,Hordeum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hordeum vulgare,Hordeum,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hornschuchia alba,Hornschuchia,Annonaceae,Magnoliales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hortia brasiliana,Hortia,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hubbardia heptaneuron,Hubbardia,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hubbardochloa gracilis,Hubbardochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Huberia consimilis,Huberia,Melastomataceae,Myrtales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Humbertochloa greenwayi,Humbertochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hybanthopsis bahiensis,Hybanthopsis,Violaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hybanthus albus,Hybanthus,Violaceae,Malpighiales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hydrolea spinosa,Hydrolea,Hydroleaceae,Solanales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hydrothauma manicatum,Hydrothauma,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hydrothrix gardneri,Hydrothrix,Pontederiaceae,Commelinales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hygrochloa aquatica,Hygrochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hygrochloa cravenii,Hygrochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hygrophila costata,Hygrophila,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hygrophila sessilifolia,Hygrophila,Acanthaceae,Lamiales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hygroryza aristata,Hygroryza,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hylebates cordatus,Hylebates,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenachne amplexicaulis,Hymenachne,Poaceae,Poales,Liliopsida,Tracheophyta,C3,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenachne condensata,Hymenachne,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenachne felliana,Hymenachne,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenachne grumosa,Hymenachne,Poaceae,Poales,Liliopsida,Tracheophyta,C3,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenachne pernambucensis,Hymenachne,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenaea courbaril,Hymenaea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenaea eriogyne,Hymenaea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenaea longifolia,Hymenaea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenaea martiana,Hymenaea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenaea stigonocarpa,Hymenaea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hymenaea velutina,Hymenaea,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,,Tree,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hyparrhenia filipendula,Hyparrhenia,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hypenia salzmannii,Hypenia,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hyperthelia dissoluta,Hyperthelia,Poaceae,Poales,Liliopsida,Tracheophyta,C4,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hypoxis decumbens,Hypoxis,Hypoxidaceae,Asparagales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hypseochloa cameroonensis,Hypseochloa,Poaceae,Poales,Liliopsida,Tracheophyta,C3,,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hyptidendron amethystoides,Hyptidendron,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hyptis atrorubens,Hyptis,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hyptis dilatata,Hyptis,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hyptis lanceolata,Hyptis,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Hyptis lantanifolia,Hyptis,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ibatia cordata,Ibatia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ibatia ganglinosa,Ibatia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ibatia harleyi,Ibatia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ibatia maritima,Ibatia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Shrub,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ibatia morilloana,Ibatia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ibatia nigra,Ibatia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ibatia roulinioides,Ibatia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,,Vine,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus bambusiflorus,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus calvescens,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus dasycoleus,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus glaber,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus inconstans,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus leiocarpus,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus nemoralis,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus pallens,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,C3,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
Ichnanthus ruprechtii,Ichnanthus,Poaceae,Poales,Liliopsida,Tracheophyta,,Grass-Herb,Trait22 doi:10.1093/jxb/erw156;  Trait42 doi:10.1016/j.jaridenv.2019.104079
